IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,240 ms,3909 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,307 ms,3906 kB/s
8.219.66.156,80,false,NRT,Asia Pacific,Tokyo,289 ms,3902 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,242 ms,3896 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,225 ms,3894 kB/s
8.219.174.142,2082,false,SIN,Asia Pacific,Singapore,245 ms,3887 kB/s
47.245.84.124,2082,false,SIN,Asia Pacific,Singapore,247 ms,3882 kB/s
8.219.193.202,8080,false,SIN,Asia Pacific,Singapore,210 ms,3881 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,233 ms,3875 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,221 ms,3871 kB/s
8.210.3.24,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,3860 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,218 ms,3854 kB/s
8.218.188.129,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,3848 kB/s
47.243.206.150,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,3846 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,223 ms,3842 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,224 ms,3839 kB/s
8.218.201.73,80,false,HKG,Asia Pacific,Hong Kong,67 ms,3838 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,258 ms,3835 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,235 ms,3830 kB/s
47.242.174.27,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3829 kB/s
8.217.164.10,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,3826 kB/s
8.218.3.12,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,3825 kB/s
8.222.181.117,8080,false,SIN,Asia Pacific,Singapore,230 ms,3824 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,219 ms,3823 kB/s
47.242.176.237,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,3823 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,224 ms,3821 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,231 ms,3805 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,3801 kB/s
8.219.4.122,2095,false,SIN,Asia Pacific,Singapore,209 ms,3801 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,214 ms,3800 kB/s
8.218.188.129,80,false,HKG,Asia Pacific,Hong Kong,66 ms,3799 kB/s
8.219.0.48,2052,false,SIN,Asia Pacific,Singapore,225 ms,3796 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,214 ms,3796 kB/s
8.210.39.96,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,3796 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,207 ms,3788 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,210 ms,3787 kB/s
8.219.153.237,2082,false,NRT,Asia Pacific,Tokyo,297 ms,3780 kB/s
8.218.222.36,80,false,HKG,Asia Pacific,Hong Kong,55 ms,3779 kB/s
8.219.0.162,8080,false,SIN,Asia Pacific,Singapore,221 ms,3766 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,216 ms,3758 kB/s
8.218.122.55,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,3757 kB/s
8.219.66.156,8880,false,NRT,Asia Pacific,Tokyo,284 ms,3756 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,241 ms,3754 kB/s
8.210.175.109,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3754 kB/s
47.242.79.71,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3750 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,211 ms,3744 kB/s
8.222.181.117,2095,false,SIN,Asia Pacific,Singapore,244 ms,3739 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,222 ms,3709 kB/s
8.222.167.147,80,false,SIN,Asia Pacific,Singapore,218 ms,3705 kB/s
47.76.49.246,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3699 kB/s
8.218.18.235,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,3699 kB/s
47.242.171.94,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3698 kB/s
8.218.126.53,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,3690 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,221 ms,3689 kB/s
8.218.155.238,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3688 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,220 ms,3686 kB/s
8.219.220.88,8080,false,SIN,Asia Pacific,Singapore,217 ms,3684 kB/s
8.217.147.230,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,3683 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,213 ms,3681 kB/s
8.219.111.175,80,false,SIN,Asia Pacific,Singapore,224 ms,3677 kB/s
8.219.1.92,2086,false,SIN,Asia Pacific,Singapore,208 ms,3661 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,224 ms,3659 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,213 ms,3651 kB/s
8.210.3.24,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3644 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,219 ms,3638 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,237 ms,3630 kB/s
8.210.101.157,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,3625 kB/s
47.245.86.230,8080,false,SIN,Asia Pacific,Singapore,234 ms,3621 kB/s
47.245.126.151,8880,false,SIN,Asia Pacific,Singapore,256 ms,3615 kB/s
8.218.143.10,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,3607 kB/s
8.219.66.156,2052,false,NRT,Asia Pacific,Tokyo,294 ms,3600 kB/s
47.245.105.224,2082,false,SIN,Asia Pacific,Singapore,252 ms,3598 kB/s
8.217.221.165,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3592 kB/s
8.219.194.170,8080,false,SIN,Asia Pacific,Singapore,225 ms,3580 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,227 ms,3576 kB/s
47.242.202.230,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,3576 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,230 ms,3568 kB/s
8.210.66.190,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,3567 kB/s
8.219.0.162,8880,false,SIN,Asia Pacific,Singapore,213 ms,3557 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,238 ms,3555 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,222 ms,3544 kB/s
47.76.37.57,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3543 kB/s
8.218.146.204,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3538 kB/s
8.210.21.65,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,3521 kB/s
8.210.21.65,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,3516 kB/s
8.217.149.28,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,3509 kB/s
8.219.202.130,8080,false,SIN,Asia Pacific,Singapore,228 ms,3506 kB/s
8.218.204.128,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3500 kB/s
8.218.85.128,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3500 kB/s
47.76.37.57,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3495 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,205 ms,3490 kB/s
8.218.53.110,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,3482 kB/s
8.218.22.210,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,3480 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,218 ms,3464 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,214 ms,3432 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,216 ms,3408 kB/s
47.242.202.230,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,3399 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,216 ms,3390 kB/s
47.243.91.58,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3385 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,211 ms,3383 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,243 ms,3362 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,207 ms,3356 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,316 ms,3348 kB/s
8.219.193.202,8880,false,SIN,Asia Pacific,Singapore,218 ms,3347 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,212 ms,3334 kB/s
8.219.117.198,8080,false,SIN,Asia Pacific,Singapore,210 ms,3323 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,227 ms,3320 kB/s
8.219.66.156,2082,false,NRT,Asia Pacific,Tokyo,292 ms,3305 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,218 ms,3301 kB/s
8.219.142.191,2086,false,SIN,Asia Pacific,Singapore,221 ms,3290 kB/s
8.218.222.36,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,3290 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,214 ms,3280 kB/s
8.219.60.54,80,false,SIN,Asia Pacific,Singapore,210 ms,3271 kB/s
8.218.222.36,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,3266 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,242 ms,3247 kB/s
47.245.105.224,2095,false,SIN,Asia Pacific,Singapore,231 ms,3216 kB/s
8.218.146.204,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,3208 kB/s
8.218.136.25,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3207 kB/s
47.245.86.230,2052,false,SIN,Asia Pacific,Singapore,234 ms,3207 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,211 ms,3207 kB/s
47.243.173.187,80,false,HKG,Asia Pacific,Hong Kong,65 ms,3200 kB/s
8.222.150.197,2086,false,SIN,Asia Pacific,Singapore,224 ms,3187 kB/s
47.243.183.127,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,3175 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,253 ms,3169 kB/s
47.242.54.157,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,3165 kB/s
8.218.143.10,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,3162 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,212 ms,3157 kB/s
8.219.66.156,2095,false,NRT,Asia Pacific,Tokyo,288 ms,3138 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,222 ms,3129 kB/s
8.217.164.10,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,3119 kB/s
8.210.107.246,80,false,HKG,Asia Pacific,Hong Kong,61 ms,3109 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,217 ms,3098 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,212 ms,3097 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,238 ms,3094 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,217 ms,3091 kB/s
8.219.200.145,8080,false,SIN,Asia Pacific,Singapore,243 ms,3063 kB/s
8.217.85.14,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3061 kB/s
47.243.139.243,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,3060 kB/s
8.210.39.96,80,false,HKG,Asia Pacific,Hong Kong,58 ms,3055 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,209 ms,3053 kB/s
47.243.183.127,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3046 kB/s
8.219.200.145,2086,false,SIN,Asia Pacific,Singapore,212 ms,3042 kB/s
8.217.221.165,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,3042 kB/s
8.218.3.12,80,false,HKG,Asia Pacific,Hong Kong,57 ms,3040 kB/s
47.242.202.230,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,3038 kB/s
47.242.174.27,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3033 kB/s
8.210.207.214,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,3030 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,211 ms,3029 kB/s
8.218.174.118,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,3022 kB/s
8.218.155.238,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3021 kB/s
8.210.3.24,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2990 kB/s
8.210.174.156,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,2987 kB/s
8.210.107.246,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2980 kB/s
8.218.143.10,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,2975 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,240 ms,2966 kB/s
47.243.139.85,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,2962 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,214 ms,2952 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2924 kB/s
8.217.251.62,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,2920 kB/s
8.219.222.98,8880,false,SIN,Asia Pacific,Singapore,242 ms,2915 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,205 ms,2914 kB/s
8.217.248.220,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,2896 kB/s
8.219.147.58,2086,false,SIN,Asia Pacific,Singapore,240 ms,2896 kB/s
47.243.5.154,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2894 kB/s
47.243.169.63,80,false,HKG,Asia Pacific,Hong Kong,60 ms,2890 kB/s
47.245.105.224,8080,false,SIN,Asia Pacific,Singapore,220 ms,2883 kB/s
8.219.248.47,80,false,SIN,Asia Pacific,Singapore,238 ms,2883 kB/s
8.222.193.65,80,false,SIN,Asia Pacific,Singapore,233 ms,2882 kB/s
47.243.234.9,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,2878 kB/s
47.243.107.148,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,2870 kB/s
8.219.1.92,80,false,SIN,Asia Pacific,Singapore,213 ms,2862 kB/s
8.210.107.246,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,2859 kB/s
47.242.79.71,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,2857 kB/s
8.217.149.28,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,2854 kB/s
8.218.136.25,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,2843 kB/s
8.217.149.28,80,false,HKG,Asia Pacific,Hong Kong,65 ms,2830 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,215 ms,2819 kB/s
47.76.37.57,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2791 kB/s
47.242.59.216,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,2787 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2778 kB/s
8.218.18.132,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2775 kB/s
47.242.202.230,2052,false,HKG,Asia Pacific,Hong Kong,70 ms,2766 kB/s
8.210.192.93,80,false,HKG,Asia Pacific,Hong Kong,56 ms,2743 kB/s
8.222.150.197,80,false,SIN,Asia Pacific,Singapore,221 ms,2742 kB/s
47.242.54.157,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,2737 kB/s
8.210.66.190,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,2719 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,205 ms,2718 kB/s
8.218.181.189,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,2717 kB/s
47.243.91.58,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2717 kB/s
8.219.51.211,2052,false,SIN,Asia Pacific,Singapore,243 ms,2716 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,2705 kB/s
8.218.8.142,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,2705 kB/s
8.210.174.156,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,2687 kB/s
8.218.2.181,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2684 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,2676 kB/s
8.218.122.55,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,2651 kB/s
47.76.146.1,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2644 kB/s
8.218.3.12,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2638 kB/s
8.218.18.132,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,2631 kB/s
8.218.188.129,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,2630 kB/s
8.218.136.25,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2622 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,216 ms,2599 kB/s
47.243.91.58,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2596 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,2593 kB/s
8.222.193.65,8080,false,SIN,Asia Pacific,Singapore,233 ms,2561 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,303 ms,2546 kB/s
47.243.206.150,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,2538 kB/s
47.245.102.52,2095,false,SIN,Asia Pacific,Singapore,227 ms,2536 kB/s
8.218.211.17,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2534 kB/s
47.243.60.150,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2525 kB/s
47.76.33.40,80,false,HKG,Asia Pacific,Hong Kong,54 ms,2518 kB/s
8.217.149.28,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2512 kB/s
8.210.146.108,2086,false,HKG,Asia Pacific,Hong Kong,55 ms,2485 kB/s
8.217.164.10,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,2475 kB/s
8.219.117.198,2086,false,SIN,Asia Pacific,Singapore,214 ms,2468 kB/s
47.242.59.216,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,2464 kB/s
8.218.74.119,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,2455 kB/s
8.210.21.65,80,false,HKG,Asia Pacific,Hong Kong,69 ms,2433 kB/s
47.243.139.85,80,false,HKG,Asia Pacific,Hong Kong,62 ms,2433 kB/s
8.218.222.36,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2400 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,210 ms,2376 kB/s
8.210.119.11,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,2370 kB/s
8.210.174.156,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2361 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,209 ms,2357 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,74 ms,2347 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,301 ms,2346 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,211 ms,2329 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,66 ms,2314 kB/s
8.217.248.220,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,2284 kB/s
8.218.155.238,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,2277 kB/s
47.243.169.63,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2275 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,267 ms,2266 kB/s
8.217.221.165,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,2253 kB/s
8.218.155.238,80,false,HKG,Asia Pacific,Hong Kong,61 ms,2240 kB/s
8.219.114.201,2052,false,SIN,Asia Pacific,Singapore,240 ms,2236 kB/s
47.76.49.246,80,false,HKG,Asia Pacific,Hong Kong,68 ms,2214 kB/s
47.245.86.230,2082,false,SIN,Asia Pacific,Singapore,251 ms,2210 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,221 ms,2181 kB/s
8.218.243.95,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,2174 kB/s
8.218.65.237,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,2162 kB/s
8.218.146.204,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2158 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2152 kB/s
8.218.8.142,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,2133 kB/s
8.218.126.53,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,2079 kB/s
8.210.156.6,80,false,HKG,Asia Pacific,Hong Kong,56 ms,2051 kB/s
8.210.3.24,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2049 kB/s
47.76.204.76,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1956 kB/s
8.217.121.207,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1947 kB/s
8.218.65.237,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,1932 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,215 ms,1906 kB/s
8.218.3.12,2095,false,HKG,Asia Pacific,Hong Kong,53 ms,1892 kB/s
8.210.9.129,80,false,HKG,Asia Pacific,Hong Kong,66 ms,1883 kB/s
47.243.90.180,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,1844 kB/s
8.219.199.220,8080,false,SIN,Asia Pacific,Singapore,239 ms,1829 kB/s
8.210.146.108,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,1803 kB/s
8.210.65.1,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,1751 kB/s
47.243.86.79,80,false,HKG,Asia Pacific,Hong Kong,62 ms,1728 kB/s
8.217.49.34,80,false,HKG,Asia Pacific,Hong Kong,62 ms,1725 kB/s
47.243.206.150,80,false,HKG,Asia Pacific,Hong Kong,68 ms,1688 kB/s
8.218.181.189,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,1673 kB/s
8.210.34.188,2095,false,HKG,Asia Pacific,Hong Kong,54 ms,1667 kB/s
8.210.156.6,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,1626 kB/s
8.218.204.128,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,1609 kB/s
47.242.59.216,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,1605 kB/s
8.218.207.169,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1589 kB/s
8.210.107.246,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,1577 kB/s
47.242.202.230,8880,false,HKG,Asia Pacific,Hong Kong,70 ms,1566 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,61 ms,1560 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,1552 kB/s
8.210.48.107,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,1549 kB/s
47.243.74.220,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,1542 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,66 ms,1536 kB/s
8.217.250.5,2082,false,HKG,Asia Pacific,Hong Kong,71 ms,1529 kB/s
47.243.74.220,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,1525 kB/s
47.242.59.216,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,1524 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,213 ms,1461 kB/s
47.243.27.217,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1442 kB/s
47.243.139.85,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,1440 kB/s
8.217.149.28,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,1408 kB/s
47.243.234.9,80,false,HKG,Asia Pacific,Hong Kong,56 ms,1401 kB/s
8.218.53.110,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,1393 kB/s
47.243.139.243,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,1380 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,207 ms,1358 kB/s
8.218.122.55,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1333 kB/s
8.218.211.17,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,1319 kB/s
8.218.53.110,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,1297 kB/s
47.242.176.237,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,1292 kB/s
8.210.48.107,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1279 kB/s
8.218.204.128,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,1253 kB/s
8.218.222.36,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,1227 kB/s
8.218.174.118,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,1156 kB/s
47.243.203.119,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,1140 kB/s
47.242.174.27,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,1124 kB/s
47.243.107.148,80,false,HKG,Asia Pacific,Hong Kong,62 ms,1108 kB/s
47.243.234.9,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,1083 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,1083 kB/s
47.243.74.220,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,1067 kB/s
47.243.86.79,2086,false,HKG,Asia Pacific,Hong Kong,71 ms,1031 kB/s
8.217.250.5,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,1029 kB/s
8.210.39.96,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,1013 kB/s
8.210.65.1,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1011 kB/s
8.219.6.150,8880,false,SIN,Asia Pacific,Singapore,230 ms,1007 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,62 ms,992 kB/s
47.243.169.63,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,978 kB/s
8.218.85.128,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,977 kB/s
8.217.248.220,80,false,HKG,Asia Pacific,Hong Kong,59 ms,946 kB/s
47.243.107.148,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,930 kB/s
47.243.27.217,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,911 kB/s
47.243.183.127,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,910 kB/s
47.242.202.230,80,false,HKG,Asia Pacific,Hong Kong,62 ms,908 kB/s
8.218.18.235,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,903 kB/s
8.210.66.190,80,false,HKG,Asia Pacific,Hong Kong,59 ms,820 kB/s
47.76.146.1,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,772 kB/s
47.242.59.216,80,false,HKG,Asia Pacific,Hong Kong,57 ms,761 kB/s
8.210.245.224,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,677 kB/s
47.243.86.79,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,674 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,273 ms,673 kB/s
